Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2013-09-03,74.83,75.25,73.68,73.9,7802800.0,0.39,1.0,64.26319560843504,64.62388707115778,63.27558803193231,63.46452165526326,7802800.0
2013-09-04,73.98,74.51,73.74,74.14,8271600.0,0.0,1.0,63.533224791019975,63.9883830654082,63.32711538374983,63.670631062533396,8271600.0
2013-09-05,74.07,74.21,72.84,72.99,11039000.0,0.0,1.0,63.610515818746265,63.73074630632051,62.55420510648682,62.68302348603065,11039000.0
2013-09-06,73.55,73.56,72.21,72.7,9968400.0,0.0,1.0,63.16394543632764,63.172533328297234,62.0131679124027,62.43397461891257,9968400.0
2013-09-09,72.98,73.79,72.9,73.58,5781800.0,0.0,1.0,62.674435594061066,63.370054843597785,62.60573245830436,63.18970911223641,5781800.0
2013-09-10,73.96,74.65,73.7413,74.6,6438700.0,0.0,1.0,63.51604900708079,64.10861355298245,63.328231809705876,64.06567409313449,6438700.0
2013-09-11,74.66,75.11,74.16,75.04,6441500.0,0.0,1.0,64.11720144495203,64.50365658358353,63.68780684647257,64.44354133979643,6441500.0
2013-09-12,75.18,75.74,74.97,75.4,6872200.0,0.0,1.0,64.56377182737067,65.04469377766765,64.38342609600929,64.75270545070163,6872200.0
2013-09-13,75.33,75.41,74.84,75.11,4888400.0,0.0,1.0,64.69259020691449,64.76129334267121,64.27178350040464,64.50365658358353,4888400.0
2013-09-16,76.05,76.29,75.2,75.54,8054400.0,0.0,1.0,65.3109184287249,65.51702783599505,64.58094761130984,64.87293593827587,8054400.0
2013-09-17,75.64,76.15,75.57,75.8,6825600.0,0.0,1.0,64.95881485797176,65.3967973484208,64.89869961418462,65.09622112948519,6825600.0
2013-09-18,75.77,77.98,75.35,77.37,10594300.0,0.0,1.0,65.07045745357641,66.9683815788556,64.70976599085367,66.44452016871067,10594300.0
2013-09-19,77.84,78.72,77.64,78.51,7693700.0,0.0,1.0,66.84815109128135,67.6038855846052,66.67639325188958,67.42353985324382,7693700.0
2013-09-20,78.81,78.81,77.0,77.0,14158300.0,0.0,1.0,67.6811766123315,67.6811766123315,66.12676816583587,66.12676816583587,14158300.0
2013-09-23,76.46,76.76,75.765,75.91,6248800.0,0.0,1.0,65.66302199947806,65.92065875856574,65.06616350759163,65.19068794115066,6248800.0
2013-09-24,75.8,76.79,75.58,76.04,5412700.0,0.0,1.0,65.09622112948519,65.94642243447451,64.90728750615422,65.30233053675532,5412700.0
2013-09-25,75.88,76.31,75.26,75.52,6785600.0,0.0,1.0,65.1649242652419,65.53420361993423,64.63247496312738,64.85576015433668,6785600.0
2013-09-26,75.62,76.42,75.62,76.07,3798200.0,0.0,1.0,64.94163907403258,65.6286704315997,64.94163907403258,65.32809421266408,3798200.0
2013-09-27,75.65,76.094,75.38,75.96,4058700.0,0.0,1.0,64.96740274994136,65.3487051533911,64.73552966676243,65.2336274009986,4058700.0
2013-09-30,75.18,76.08,74.96,75.85,6276200.0,0.0,1.0,64.56377182737067,65.33668210463368,64.37483820403969,65.13916058933313,6276200.0
2013-10-01,75.88,76.42,75.64,76.26,4411700.0,0.0,1.0,65.1649242652419,65.6286704315997,64.95881485797176,65.49126416008629,4411700.0
2013-10-02,75.86,76.38,75.44,76.32,5118400.0,0.0,1.0,65.14774848130271,65.59431886372134,64.78705701857997,65.54279151190381,5118400.0
2013-10-03,76.4,76.83,75.51,75.88,6979700.0,0.0,1.0,65.61149464766054,65.98077400235286,64.84717226236711,65.1649242652419,6979700.0
2013-10-04,75.8,76.245,75.48,75.78,4855800.0,0.0,1.0,65.09622112948519,65.4783823221319,64.82140858645833,65.079045345546,4855800.0
2013-10-07,75.4,75.85,75.0939,75.13,5087000.0,0.0,1.0,64.75270545070163,65.13916058933313,64.48983007751251,64.52083236752271,5087000.0
2013-10-08,75.02,75.27,74.17,74.27,8997900.0,0.0,1.0,64.42636555585723,64.64106285509696,63.696394738442166,63.78227365813805,8997900.0
2013-10-09,74.35,74.64,73.9,74.14,6817600.0,0.0,1.0,63.850976793894766,64.10002566101285,63.46452165526326,63.670631062533396,6817600.0
2013-10-10,75.04,75.51,74.74,75.51,6092800.0,0.0,1.0,64.44354133979643,64.84717226236711,64.18590458070874,64.84717226236711,6092800.0
2013-10-11,75.45,76.63,75.42,76.32,6936700.0,0.0,1.0,64.79564491054957,65.80901616296107,64.7698812346408,65.54279151190381,6936700.0
2013-10-14,75.74,76.52,75.59,76.35,4119000.0,0.0,1.0,65.04469377766765,65.71454935129559,64.91587539812382,65.56855518781258,4119000.0
2013-10-15,76.14,76.24,75.09,75.18,6645400.0,0.0,1.0,65.38820945645121,65.4740883761471,64.48648079964437,64.56377182737067,6645400.0
2013-10-16,75.44,75.59,74.57,74.94,12877900.0,0.0,1.0,64.78705701857997,64.91587539812382,64.03991041722573,64.35766242010052,12877900.0
2013-10-17,74.51,75.81,74.505,75.74,7176400.0,0.0,1.0,63.9883830654082,65.10480902145477,63.984089119423395,65.04469377766765,7176400.0
2013-10-18,75.26,75.5,73.74,74.69,14334800.0,0.0,1.0,64.63247496312738,64.83858437039751,63.32711538374983,64.1429651208608,14334800.0
2013-10-21,74.6,74.8,74.15,74.62,7578700.0,0.0,1.0,64.06567409313449,64.23743193252628,63.67921895450299,64.08284987707367,7578700.0
2013-10-22,75.04,75.125,74.5901,74.86,6867000.0,0.0,1.0,64.44354133979643,64.51653842153792,64.05717208008461,64.2889592843438,6867000.0
2013-10-23,74.54,75.41,74.51,75.08,5526100.0,0.0,1.0,64.01414674131696,64.76129334267121,63.9883830654082,64.47789290767477,5526100.0
2013-10-24,75.42,76.84,75.41,76.78,7927400.0,0.0,1.0,64.7698812346408,65.98936189432246,64.76129334267121,65.93783454250492,7927400.0
2013-10-25,76.55,76.61,76.01,76.25,5944200.0,0.0,1.0,65.74031302720437,65.79184037902189,65.27656686084656,65.48267626811669,5944200.0
2013-10-28,76.15,76.4,75.8,76.06,7728100.0,0.0,1.0,65.3967973484208,65.61149464766054,65.09622112948519,65.3195063206945,7728100.0
2013-10-29,76.45,77.55,76.39,77.5,7248000.0,0.0,1.0,65.65443410750848,66.59910222416327,65.60290675569094,66.55616276431533,7248000.0
2013-10-30,77.68,78.6,77.52,77.88,7251900.0,0.0,1.0,66.71074481976794,67.50083088097011,66.5733385482545,66.88250265915971,7251900.0
2013-10-31,77.99,78.4461,77.52,77.89,7577600.0,0.0,1.0,66.97696947082518,67.36866322355814,66.5733385482545,66.8910905511293,7577600.0
2013-11-01,77.98,78.03,76.84,76.99,7178300.0,0.0,1.0,66.9683815788556,67.01132103870354,65.98936189432246,66.11818027386627,7178300.0
2013-11-04,77.18,77.42,76.61,77.0,3906500.0,0.0,1.0,66.28135022128848,66.48745962855861,65.79184037902189,66.12676816583587,3906500.0
2013-11-05,76.78,76.8,76.07,76.65,6035300.0,0.0,1.0,65.93783454250492,65.95501032644408,65.32809421266408,65.82619194690027,6035300.0
2013-11-06,76.72,76.79,75.91,76.42,5059600.0,0.0,1.0,65.88630719068738,65.94642243447451,65.19068794115066,65.6286704315997,5059600.0
2013-11-07,76.82,77.19,75.67,75.69,5424600.0,0.0,1.0,65.97218611038326,66.28993811325806,64.98457853388052,65.0017543178197,5424600.0
2013-11-08,75.28,75.71,74.78,75.48,9229700.0,0.0,1.0,64.64965074706656,65.01893010175888,64.2202561485871,64.82140858645833,9229700.0
2013-11-11,75.27,75.6671,74.93,75.37,5774000.0,0.0,1.0,64.64106285509696,64.98208804520935,64.34907452813094,64.72694177479286,5774000.0
2013-11-12,75.84,76.59,75.72,76.18,6629200.0,0.0,1.0,65.13057269736355,65.77466459508273,65.02751799372847,65.42256102432957,6629200.0
2013-11-13,75.69,77.69,75.69,77.6,7064700.0,0.0,1.0,65.0017543178197,66.71933271173752,65.0017543178197,66.64204168401122,7064700.0
2013-11-14,78.14,79.34,78.06,78.94,6843800.0,0.0,1.0,67.10578785036903,68.13633488671972,67.03708471461232,67.79281920793615,6843800.0
2013-11-15,78.84,80.09,78.5626,80.03,10414800.0,0.0,1.0,67.70694028824026,68.7804267844389,67.46871216500386,68.72889943262136,10414800.0
2013-11-18,80.0,80.4699,79.19,79.67,8613000.0,0.0,1.0,68.7031357567126,69.10668080036358,68.00751650717588,68.41973532171616,8613000.0
2013-11-19,82.22,82.27,80.26,80.38,12236700.0,0.0,1.0,70.60964777396137,70.65258723380931,68.92642094792191,69.02947565155698,12236700.0
2013-11-20,80.73,80.73,79.38,79.75,7236900.0,0.0,1.0,69.3300518704926,69.3300518704926,68.17068645459807,68.48843845747287,7236900.0
2013-11-21,80.06,80.06,79.36,79.83,5618600.0,0.0,1.0,68.75466310853012,68.75466310853012,68.15351067065889,68.55714159322957,5618600.0
2013-11-22,79.6,79.82,78.78,79.18,7786200.0,0.0,1.0,68.35962007792902,68.54855370125999,67.65541293642274,67.9989286152063,7786200.0
2013-11-25,79.3,80.04,79.3,79.75,5496100.0,0.0,1.0,68.10198331884136,68.73748732459096,68.10198331884136,68.48843845747287,5496100.0
2013-11-26,80.21,80.9,80.09,80.35,9360700.0,0.0,1.0,68.88348148807395,69.47604603397562,68.7804267844389,69.0037119756482,9360700.0
2013-11-27,80.34,80.75,80.12,80.66,5450000.0,0.0,1.0,68.99512408367863,69.34722765443178,68.80619046034766,69.26993662670547,5450000.0
2013-11-29,80.88,81.39,80.63,80.67,3372600.0,0.0,1.0,69.45887025003643,69.89685274048547,69.2441729507967,69.27852451867507,3372600.0
2013-12-02,80.45,80.75,79.52,79.77,5915600.0,0.0,1.0,69.0895908953441,69.34722765443178,68.29091694217232,68.50561424141205,5915600.0
2013-12-03,78.96,79.48,78.31,78.71,7276900.0,0.39,1.0,68.14598658184904,68.59476967483995,67.58500771561043,67.93022547944958,7276900.0
2013-12-04,78.15,78.75,77.7,78.4,7148800.0,0.0,1.0,67.44692061007477,67.9647472558335,67.05855062575571,67.66268171247424,7148800.0
2013-12-05,78.32,79.54,78.27,78.54,6264900.0,0.0,1.0,67.5936381597064,68.64655233941583,67.5504859392265,67.78350792981794,6264900.0
2013-12-06,79.08,80.05,78.81,79.84,5094600.0,0.0,1.0,68.2495519110008,69.08670498831074,68.01652992040937,68.9054656622952,5094600.0
2013-12-09,79.91,80.6,79.53,79.6,5799800.0,0.0,1.0,68.96587877096704,69.56137941358958,68.63792189531985,68.69833500399169,5799800.0
2013-12-10,79.32,79.93,78.4,78.61,7448400.0,0.0,1.0,68.45668256930428,68.98313965915901,67.66268171247424,67.8439210384898,7448400.0
2013-12-11,78.38,79.81,78.38,79.0,7834500.0,0.0,1.0,67.64542082428227,68.87957433000726,67.64542082428227,68.18050835823297,7834500.0
2013-12-12,78.99,79.2,78.28,78.53,8535200.0,0.0,1.0,68.17187791413699,68.35311724015254,67.55911638332249,67.77487748572196,8535200.0
2013-12-13,79.09,79.57,78.52,79.01,6027100.0,0.0,1.0,68.25818235509678,68.67244367170376,67.76624704162597,68.18913880232896,6027100.0
2013-12-16,79.21,79.76,78.93,79.1,7099700.0,0.0,1.0,68.36174768424851,68.83642210952736,68.12009524956112,68.26681279919275,7099700.0
2013-12-17,79.31,79.37,78.61,78.62,6226000.0,0.0,1.0,68.4480521252083,68.49983478978419,67.8439210384898,67.85255148258577,6226000.0
2013-12-18,78.8,80.06,78.3101,80.05,8170300.0,0.0,1.0,68.00789947631338,69.09533543240673,67.58509402005139,69.08670498831074,8170300.0
2013-12-19,80.08,80.47,79.64,79.95,6620800.0,0.0,1.0,69.11259632059868,69.44918364034186,68.73285678037561,69.00040054735096,6620800.0
2013-12-20,80.18,80.83,80.04,80.04,11232900.0,0.0,1.0,69.19890076155848,69.75987962779709,69.07807454421477,69.07807454421477,11232900.0
2013-12-23,80.07,80.92,80.04,80.56,3941300.0,0.0,1.0,69.1039658765027,69.83755362466091,69.07807454421477,69.52685763720567,3941300.0
2013-12-24,80.56,80.96,80.56,80.64,1819800.0,0.0,1.0,69.52685763720567,69.87207540104481,69.52685763720567,69.5959011899735,1819800.0
2013-12-26,80.84,81.74,80.81,81.55,3848800.0,0.0,1.0,69.76851007189308,70.54525004053117,69.74261873960513,70.38127160270757,3848800.0
2013-12-27,81.65,82.24,81.22,81.64,3961900.0,0.0,1.0,70.46757604366736,70.97677224533011,70.09646694754026,70.45894559957138,3961900.0
2013-12-30,81.67,81.98,81.459,81.94,3526400.0,0.0,1.0,70.48483693185932,70.75238069883467,70.30273456143416,70.71785892245074,3526400.0
2013-12-31,81.99,82.47,81.715,82.34,4493600.0,0.0,1.0,70.76101114293064,71.17527245953762,70.52367393029122,71.0630766862899,4493600.0
2014-01-02,82.11,82.57,81.8,82.02,4253400.0,0.0,1.0,70.86457647208239,71.26157690049742,70.59703270510704,70.78690247521858,4253400.0
2014-01-03,81.91,82.48,81.83,81.89,3897900.0,0.0,1.0,70.6919675901628,71.18390290363361,70.62292403739498,70.67470670197086,3897900.0
2014-01-06,81.65,81.98,81.1,81.1,11188800.0,0.0,1.0,70.46757604366736,70.75238069883467,69.99290161838852,69.99290161838852,11188800.0
2014-01-07,81.31,81.92,81.08,81.5,4630900.0,0.0,1.0,70.17414094440409,70.70059803425879,69.97564073019656,70.33811938222767,4630900.0
2014-01-08,81.54,81.94,81.03,81.93,4662300.0,0.0,1.0,70.3726411586116,70.71785892245074,69.93248850971668,70.70922847835477,4662300.0
2014-01-09,81.9,81.94,80.975,81.57,4966000.0,0.0,1.0,70.68333714606683,70.71785892245074,69.88502106718879,70.39853249089953,4966000.0
2014-01-10,81.72,82.04,81.42,82.01,4981000.0,0.0,1.0,70.52798915233922,70.80416336341054,70.26907582945985,70.77827203112261,4981000.0
2014-01-13,81.61,82.13,80.96,80.97,6952400.0,0.0,1.0,70.43305426728345,70.88183736027435,69.87207540104481,69.8807058451408,6952400.0
2014-01-14,81.28,81.488,80.61,81.01,5217300.0,0.0,1.0,70.14824961211615,70.3277628493125,69.57000985768556,69.91522762152472,5217300.0
2014-01-15,80.85,81.43,80.74,81.07,5196800.0,0.0,1.0,69.77714051598905,70.27770627355584,69.68220563093328,69.96701028610059,5196800.0
2014-01-16,80.9,81.38,80.78,81.26,4871200.0,0.0,1.0,69.82029273646896,70.23455405307593,69.71672740731721,70.13098872392419,4871200.0
2014-01-17,81.32,81.35,80.65,81.0,6178000.0,0.0,1.0,70.18277138850006,70.208662720788,69.60453163406949,69.90659717742874,6178000.0
2014-01-21,81.3,81.5,79.81,80.46,6932800.0,0.0,1.0,70.1655105003081,70.33811938222767,68.87957433000726,69.44055319624587,6932800.0
2014-01-22,80.66,80.81,79.92,80.2,5821600.0,0.0,1.0,69.61316207816546,69.74261873960513,68.97450921506302,69.21616164975043,5821600.0
2014-01-23,79.62,80.3,79.19,80.24,6387000.0,0.0,1.0,68.71559589218366,69.30246609071021,68.34448679605656,69.25068342613434,6387000.0
2014-01-24,79.61,80.0,79.16,79.16,7118300.0,0.0,1.0,68.70696544808767,69.04355276783085,68.31859546376863,68.31859546376863,7118300.0
2014-01-27,78.86,79.17,78.52,78.94,6591200.0,0.0,1.0,68.05968214088927,68.3272259078646,67.76624704162597,68.12872569365709,6591200.0
2014-01-28,78.42,78.93,77.821,78.54,10586500.0,0.0,1.0,67.6799426006662,68.12009524956112,67.16297899931706,67.78350792981794,10586500.0
2014-01-29,78.28,78.75,76.63,76.68,9195300.0,0.0,1.0,67.55911638332249,67.9647472558335,66.13509310748597,66.17824532796588,9195300.0
2014-01-30,77.23,77.76,76.6499,76.93,6820900.0,0.0,1.0,66.65291975324472,67.1103332903316,66.15226769123697,66.39400643036535,6820900.0
